Date,Year,Month,Month_Name,Day,Weekday,Quarter,Mode,Category,Category_Code,Subcategory,Note,Amount,Transaction_Type,Transaction_Type_Code
2017-08-31,2017,8,August,31,Thursday,3,Cash,Household,24,Kirana,Nariyal,25.0,Expense,0
2015-04-26,2015,4,April,26,Sunday,2,Cash,Other,31,Unknown,stationary (drawing book + black sketch pen),59.0,Expense,0
2018-06-29,2018,6,June,29,Friday,2,Saving Bank Account 1,Dividend Earned On Shares,6,Unknown,HUL Stocks,44.0,Income,1
2017-12-12,2017,12,December,12,Tuesday,4,Cash,Food,18,Eggs,6 eggs,40.0,Expense,0
2016-04-02,2016,4,April,2,Saturday,2,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Unknown,251.0,Expense,0
2018-05-30,2018,5,May,30,Wednesday,2,Saving Bank Account 1,Dividend Earned On Shares,6,Unknown,HDFC Stocks,88.0,Income,1
2015-09-28,2015,9,September,28,Monday,3,Cash,Health,23,Health,2 n95 masks,300.0,Expense,0
2017-12-22,2017,12,December,22,Friday,4,Saving Bank Account 1,Equity Mutual Fund C,11,Unknown,Unknown,1000.0,Transfer-Out,2
2016-12-04,2016,12,December,4,Sunday,4,Cash,Food,18,vegetables,kadhipatta + 2 lemon,10.0,Expense,0
2018-09-01,2018,9,September,1,Saturday,3,Equity Mutual Fund B,Saving Bank Account 1,37,Unknown,Unknown,2000.0,Transfer-Out,2
2018-03-15,2018,3,March,15,Thursday,1,Cash,Food,18,Lunch,Catering Service,60.0,Expense,0
2017-11-05,2017,11,November,5,Sunday,4,Cash,Transportation,48,auto,Place 0 to Current Residence,15.0,Expense,0
2018-02-12,2018,2,February,12,Monday,1,Saving Bank Account 1,Food,18,curd,3 packets,30.0,Expense,0
2018-06-27,2018,6,June,27,Wednesday,2,Credit Card,Other,31,Unknown,Shopping at Alfa,4720.0,Expense,0
2018-03-06,2018,3,March,6,Tuesday,1,Cash,Food,18,Milk,Half lit  milk,36.0,Expense,0
2018-03-26,2018,3,March,26,Monday,1,Credit Card,Subscription,45,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,0
2018-03-18,2018,3,March,18,Sunday,1,Cash,Food,18,snacks,1 Panipuri,30.0,Expense,0
2017-06-05,2017,6,June,5,Monday,2,Saving Bank Account 1,Family,15,Pocket money,Unknown,2500.0,Expense,0
2017-09-11,2017,9,September,11,Monday,3,Cash,Transportation,48,auto,Current Residence to Place 1 bus stop highway,60.0,Expense,0
2017-07-28,2017,7,July,28,Friday,3,Cash,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2017-06-29,2017,6,June,29,Thursday,2,Saving Bank Account 1,Beauty,2,grooming,Shaving,60.0,Expense,0
2018-01-22,2018,1,January,22,Monday,1,Saving Bank Account 1,Food,18,Milk,1 lit,69.0,Expense,0
2016-10-07,2016,10,October,7,Friday,4,Saving Bank Account 1,Subscription,45,Netflix,1 month subscription,199.0,Expense,0
2018-03-23,2018,3,March,23,Friday,1,Cash,Culture,5,Books,Finding next Job,100.0,Expense,0
2018-08-27,2018,8,August,27,Monday,3,Cash,Food,18,breakfast,2 plates poha,60.0,Expense,0
2017-03-07,2017,3,March,7,Tuesday,1,Saving Bank Account 1,Subscription,45,Edtech Course,Unknown,2700.1,Expense,0
2017-03-04,2017,3,March,4,Saturday,1,Cash,Food,18,Ice cream,vanilla ice cream cups 2,20.0,Expense,0
2018-01-08,2018,1,January,8,Monday,1,Saving Bank Account 1,Food,18,flour mill,M D sure 2kg atta,104.0,Expense,0
2018-06-29,2018,6,June,29,Friday,2,Cash,Household,24,Appliances,3 bulbs 3 pencil cells,270.0,Expense,0
2018-06-24,2018,6,June,24,Sunday,2,Cash,Transportation,48,Train,2 Place 5 to Place 0,30.0,Expense,0
2018-05-08,2018,5,May,8,Tuesday,2,Cash,Beauty,2,grooming,Shaving,50.0,Expense,0
2017-05-05,2017,5,May,5,Friday,2,Saving Bank Account 1,Food,18,breakfast,Bread,33.0,Expense,0
2015-03-17,2015,3,March,17,Tuesday,1,Cash,Other,31,Unknown,laptop repair,450.0,Expense,0
2017-08-31,2017,8,August,31,Thursday,3,Saving Bank Account 1,Gpay Reward,21,Unknown,Unknown,5.0,Income,1
2017-11-16,2017,11,November,16,Thursday,4,Saving Bank Account 1,Food,18,Milk,1 lit,70.0,Expense,0
2016-06-19,2016,6,June,19,Sunday,2,Saving Bank Account 1,Family,15,exam fee,Family exam form,905.0,Expense,0
2017-02-28,2017,2,February,28,Tuesday,1,Cash,Other,31,Unknown,fine,400.0,Expense,0
2018-08-14,2018,8,August,14,Tuesday,3,Cash,Food,18,snacks,Dahi,32.0,Expense,0
2015-09-28,2015,9,September,28,Monday,3,Cash,Health,23,Health,6 pairs of use and throw gloves,120.0,Expense,0
2018-01-15,2018,1,January,15,Monday,1,Saving Bank Account 1,Transportation,48,auto,Uber auto: Place 4 Station to Current Residence society,266.0,Expense,0
2018-02-16,2018,2,February,16,Friday,1,Saving Bank Account 1,Food,18,snacks,banana chips,45.0,Expense,0
2018-01-13,2018,1,January,13,Saturday,1,Saving Bank Account 1,Small Cap Fund 2,43,Unknown,Unknown,5000.0,Transfer-Out,2
2018-03-06,2018,3,March,6,Tuesday,1,Credit Card,Documents,7,Courier,Aadhar PUC card delivery,50.0,Expense,0
2018-02-22,2018,2,February,22,Thursday,1,Saving Bank Account 1,Food,18,Lunch,Catering Service,192.0,Expense,0
2017-03-05,2017,3,March,5,Sunday,1,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2016-06-30,2016,6,June,30,Thursday,2,Saving Bank Account 1,Other,31,Unknown,pan card application,106.9,Expense,0
2018-05-13,2018,5,May,13,Sunday,2,Saving Bank Account 1,Small Cap Fund 1,42,Unknown,Unknown,5000.0,Transfer-Out,2
2018-03-25,2018,3,March,25,Sunday,1,Cash,Transportation,48,Bike,Station Parking,10.0,Expense,0
2018-03-03,2018,3,March,3,Saturday,1,Saving Bank Account 1,Food,18,Milk,Half lit  milk,36.0,Expense,0
2015-01-10,2015,1,January,10,Saturday,1,Saving Bank Account 1,Transportation,48,Unknown,travels - brc to pune,650.0,Expense,0
2018-04-02,2018,4,April,2,Monday,2,Cash,Food,18,Onions,onion 2 kg,36.0,Expense,0
2017-03-13,2017,3,March,13,Monday,1,Cash,Beauty,2,grooming,hair cut,100.0,Expense,0
2017-05-17,2017,5,May,17,Wednesday,2,Cash,Food,18,Tea,Unknown,10.0,Expense,0
2015-04-26,2015,4,April,26,Sunday,2,Saving Bank Account 1,Food,18,Grocery,eggs + bread,110.0,Expense,0
2017-09-03,2017,9,September,3,Sunday,3,Saving Bank Account 1,Subscription,45,Newspaper,Unknown,170.0,Expense,0
2017-06-24,2017,6,June,24,Saturday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,64.0,Expense,0
2015-08-07,2015,8,August,7,Friday,3,Saving Bank Account 1,Investment,26,Mutual fund,reliance mutual fund,1000.0,Expense,0
2018-01-18,2018,1,January,18,Thursday,1,Saving Bank Account 1,Food,18,Milk,1 lit,69.0,Expense,0
2017-12-20,2017,12,December,20,Wednesday,4,Cash,Food,18,Lunch,Catering Service,95.0,Expense,0
2017-11-09,2017,11,November,9,Thursday,4,Cash,Apparel,1,Laundry,clothes ironing : Rs 6 per item,72.0,Expense,0
2015-05-02,2015,5,May,2,Saturday,2,Credit Card,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2018-04-15,2018,4,April,15,Sunday,2,Cash,Transportation,48,Bike,Station Parking,10.0,Expense,0
2017-04-24,2017,4,April,24,Monday,2,Saving Bank Account 1,Other,31,Unknown,Family's Wristwatch repair,170.0,Expense,0
2016-09-10,2016,9,September,10,Saturday,3,Saving Bank Account 1,Investment,26,Mutual fund,Unknown,1000.0,Expense,0
2017-11-13,2017,11,November,13,Monday,4,Credit Card,Household,24,Kirana,Maggie + lizol,268.0,Expense,0
2017-09-24,2017,9,September,24,Sunday,3,Credit Card,Culture,5,Movie,2,560.0,Expense,0
2017-09-21,2017,9,September,21,Thursday,3,Cash,Food,18,snacks,Vadapav,15.0,Expense,0
2017-12-03,2017,12,December,3,Sunday,4,Saving Bank Account 1,Food,18,Lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290.0,Expense,0
2018-07-10,2018,7,July,10,Tuesday,3,Saving Bank Account 1,Dividend Earned On Shares,6,Unknown,Tata Steel Stocks,180.0,Income,1
2016-10-22,2016,10,October,22,Saturday,4,Cash,Food,18,Eating out,pav vada,20.0,Expense,0
2017-08-20,2017,8,August,20,Sunday,3,Credit Card,Food,18,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504.0,Expense,0
2017-10-09,2017,10,October,9,Monday,4,Saving Bank Account 1,Subscription,45,Wifi Internet Service,1 Year Plan (40mbps + UL+ 3 Months Free),5640.0,Expense,0
2017-01-23,2017,1,January,23,Monday,1,Saving Bank Account 1,Gift,20,Unknown,Birthday gift,649.0,Expense,0
2016-09-14,2016,9,September,14,Wednesday,3,Saving Bank Account 1,Family,15,gift,baggit purse,437.0,Expense,0
2017-06-22,2017,6,June,22,Thursday,2,Saving Bank Account 1,Gift,20,Unknown,Forrest essential after shave,1595.0,Expense,0
2016-03-21,2016,3,March,21,Monday,1,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Unknown,251.0,Expense,0
2018-01-07,2018,1,January,7,Sunday,1,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2015-10-27,2015,10,October,27,Tuesday,4,Saving Bank Account 1,Other,31,Unknown,audible subscription,199.0,Expense,0
2018-07-06,2018,7,July,6,Friday,3,Cash,Food,18,Dinner,At restaurant,760.0,Expense,0
2017-08-07,2017,8,August,7,Monday,3,Saving Bank Account 1,Gpay Reward,21,Unknown,Unknown,6.0,Income,1
2017-04-21,2017,4,April,21,Friday,2,Saving Bank Account 1,Health,23,Medicine,Q-dee strip,40.0,Expense,0
2016-09-01,2016,9,September,1,Thursday,3,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Unknown,251.0,Expense,0
2015-04-24,2015,4,April,24,Friday,2,Saving Bank Account 1,Food,18,Grocery,snacks + veggie,420.0,Expense,0
2017-08-30,2017,8,August,30,Wednesday,3,Saving Bank Account 1,Health,23,Medicine,5 Meftal spas,22.0,Expense,0
2017-06-05,2017,6,June,5,Monday,2,Saving Bank Account 1,Health,23,Medicine,Sofy antibacterial,190.0,Expense,0
2015-08-10,2015,8,August,10,Monday,3,Saving Bank Account 1,Investment,26,Mutual fund,mutual fund,1000.0,Expense,0
2018-08-24,2018,8,August,24,Friday,3,Saving Bank Account 1,Other,31,Unknown,From Family,1000.0,Income,1
2018-08-14,2018,8,August,14,Tuesday,3,Saving Bank Account 1,Dividend Earned On Shares,6,Unknown,ITC Stocks,124.0,Income,1
2015-02-12,2015,2,February,12,Thursday,1,Cash,Food,18,Unknown,tea,10.0,Expense,0
2016-06-10,2016,6,June,10,Friday,2,Saving Bank Account 1,Investment,26,RD,Unknown,1000.0,Expense,0
2018-08-24,2018,8,August,24,Friday,3,Credit Card,Food,18,Dinner,Home Food Delivery,1120.0,Expense,0
2017-11-27,2017,11,November,27,Monday,4,Credit Card,Apparel,1,Footwear,Sandals Hush puppies,2699.0,Expense,0
2015-01-21,2015,1,January,21,Wednesday,1,Cash,Food,18,Unknown,shev,50.0,Expense,0
2015-12-25,2015,12,December,25,Friday,4,Saving Bank Account 1,Apparel,1,Footwear,sliper,270.0,Expense,0
2015-02-04,2015,2,February,4,Wednesday,1,Cash,Food,18,Unknown,milk half shakti,26.0,Expense,0
2018-07-21,2018,7,July,21,Saturday,3,Cash,Household,24,Kirana,Supermart,368.0,Expense,0
2017-03-10,2017,3,March,10,Friday,1,Saving Bank Account 1,Transportation,48,Travels,2 Place 2 to Place 1,1599.98,Expense,0
2017-04-22,2017,4,April,22,Saturday,2,Saving Bank Account 1,Food,18,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,Expense,0
2016-11-08,2016,11,November,8,Tuesday,4,Saving Bank Account 1,Subscription,45,Netflix,1 month subscription,199.0,Expense,0
2016-03-11,2016,3,March,11,Friday,1,Cash,Other,31,Unknown,watch repair,250.0,Expense,0
2016-08-29,2016,8,August,29,Monday,3,Saving Bank Account 1,Household,24,Toiletries,lizol,98.0,Expense,0
2016-08-07,2016,8,August,7,Sunday,3,Saving Bank Account 1,Family,15,exam fee,PET Psychology,750.0,Expense,0
2017-12-24,2017,12,December,24,Sunday,4,Credit Card,Gift,20,Unknown,Birthday gift,1364.0,Expense,0
2018-01-22,2018,1,January,22,Monday,1,Cash,Food,18,flour mill,M D sure 3kg atta,162.0,Expense,0
2017-03-18,2017,3,March,18,Saturday,1,Cash,Food,18,snacks,2 samosa (32) + 25 Pani Puri,57.0,Expense,0
2017-09-24,2017,9,September,24,Sunday,3,Cash,Transportation,48,Train,Place 0 to WS return,10.0,Expense,0
2015-02-09,2015,2,February,9,Monday,1,Cash,Food,18,Unknown,paneer,35.0,Expense,0
2017-03-23,2017,3,March,23,Thursday,1,Saving Bank Account 1,Food,18,beverage,3 sugarcane juice,60.0,Expense,0
2017-08-01,2017,8,August,1,Tuesday,3,Saving Bank Account 1,Public Provident Fund,33,Unknown,Unknown,10000.0,Transfer-Out,2
2015-03-07,2015,3,March,7,Saturday,1,Saving Bank Account 1,Investment,26,Mutual fund,reliance mutual fund,1000.0,Expense,0
2016-04-05,2016,4,April,5,Tuesday,2,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund A,1000.0,Expense,0
2017-09-21,2017,9,September,21,Thursday,3,Cash,Family,15,Pocket money,Unknown,70.0,Expense,0
2015-09-07,2015,9,September,7,Monday,3,Saving Bank Account 1,Investment,26,Mutual fund,reliance mutual fund,1000.0,Expense,0
2016-11-28,2016,11,November,28,Monday,4,Saving Bank Account 1,Household,24,Appliances,Metz 32 inch TV,20500.0,Expense,0
2018-06-15,2018,6,June,15,Friday,2,Saving Bank Account 1,Transportation,48,train,2CC Place 2 to DDR Spl Train,1213.6,Expense,0
2018-01-14,2018,1,January,14,Sunday,1,Cash,Transportation,48,auto,station to Decathlon,20.0,Expense,0
2018-08-14,2018,8,August,14,Tuesday,3,Cash,Household,24,Kirana,Toothpaste Patanjali,160.0,Expense,0
2017-07-11,2017,7,July,11,Tuesday,3,Saving Bank Account 1,Family,15,Pocket money,Unknown,5000.0,Expense,0
2015-12-01,2015,12,December,1,Tuesday,4,Saving Bank Account 1,Apparel,1,Footwear,roadstar black fishermen sandals,773.0,Expense,0
2018-08-13,2018,8,August,13,Monday,3,Cash,Household,24,Appliances,5 litres can Distilled water,100.0,Expense,0
2017-06-02,2017,6,June,2,Friday,2,Saving Bank Account 1,Food,18,flour mill,M D sure 3kg atta,141.0,Expense,0
2015-04-04,2015,4,April,4,Saturday,2,Cash,Other,31,Unknown,cleaning drainage,300.0,Expense,0
2016-02-13,2016,2,February,13,Saturday,1,Cash,Transportation,48,auto,within city,40.0,Expense,0
2016-07-31,2016,7,July,31,Sunday,3,Cash,Other,31,Unknown,frame for specs,250.0,Expense,0
2016-12-19,2016,12,December,19,Monday,4,Cash,Food,18,snacks,2 dabeli,30.0,Expense,0
2016-09-30,2016,9,September,30,Friday,3,Saving Bank Account 1,Interest,25,Unknown,interest paid,835.0,Income,1
2016-11-19,2016,11,November,19,Saturday,4,Cash,Food,18,chocolate,poppins,2.0,Expense,0
2018-01-27,2018,1,January,27,Saturday,1,Saving Bank Account 1,Transportation,48,Bike,Two Wheeler Bikedelux third installment,43000.0,Expense,0
2017-03-06,2017,3,March,6,Monday,1,Cash,Food,18,breakfast,2 plate medu vada + 2 pcs dal vada,45.0,Expense,0
2018-07-08,2018,7,July,8,Sunday,3,Cash,Transportation,48,Taxi,Ola cab - Current Residence CHS to eye institute,130.0,Expense,0
2016-11-07,2016,11,November,7,Monday,4,Cash,Food,18,Eating out,ice cream,45.0,Expense,0
2016-05-10,2016,5,May,10,Tuesday,2,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund C,1000.0,Expense,0
2017-05-28,2017,5,May,28,Sunday,2,Saving Bank Account 1,Food,18,vegetables,Unknown,60.0,Expense,0
2016-09-07,2016,9,September,7,Wednesday,3,Saving Bank Account 1,Investment,26,Mutual fund,Unknown,1000.0,Expense,0
2017-03-13,2017,3,March,13,Monday,1,Cash,Household,24,Hardware,ceiling fans repair,1600.0,Expense,0
2017-02-08,2017,2,February,8,Wednesday,1,Saving Bank Account 1,Gift,20,Unknown,Handbag to Family,1499.0,Expense,0
2017-09-12,2017,9,September,12,Tuesday,3,Saving Bank Account 1,Gpay Reward,21,Unknown,Unknown,5.0,Income,1
2017-12-10,2017,12,December,10,Sunday,4,Cash,Food,18,vegetables,Unknown,90.0,Expense,0
2018-08-24,2018,8,August,24,Friday,3,Cash,Food,18,Milk,Half lit  milk,36.0,Expense,0
2016-11-15,2016,11,November,15,Tuesday,4,Cash,Food,18,fruits,apple + mosambi 1kg each,180.0,Expense,0
2018-03-01,2018,3,March,1,Thursday,1,Saving Bank Account 1,Public Provident Fund,33,Unknown,Unknown,10000.0,Transfer-Out,2
2017-08-01,2017,8,August,1,Tuesday,3,Saving Bank Account 1,Apparel,1,Clothing,Myntra - tshirt+ denim shorts,399.0,Expense,0
2015-12-11,2015,12,December,11,Friday,4,Cash,Transportation,48,auto,station to Permanent Residence,100.0,Expense,0
2015-02-03,2015,2,February,3,Tuesday,1,Cash,Other,31,Unknown,garbage collector,50.0,Expense,0
2018-03-18,2018,3,March,18,Sunday,1,Cash,Transportation,48,Train,Place 0 to Place 4 return,20.0,Expense,0
2017-02-04,2017,2,February,4,Saturday,1,Cash,Food,18,snacks,samosa + sabudana vada,53.0,Expense,0
2016-07-07,2016,7,July,7,Thursday,3,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund B,1000.0,Expense,0
2016-10-13,2016,10,October,13,Thursday,4,Saving Bank Account 1,Family,15,misc,scratch guard ipad,249.0,Expense,0
2018-05-09,2018,5,May,9,Wednesday,2,Cash,Food,18,Biscuits,Toast packet,45.0,Expense,0
2017-01-29,2017,1,January,29,Sunday,1,Cash,Food,18,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250.0,Expense,0
2017-10-04,2017,10,October,4,Wednesday,4,Saving Bank Account 1,Subscription,45,Edtech Course,Unknown,2700.0,Expense,0
2015-09-11,2015,9,September,11,Friday,3,Saving Bank Account 1,Food,18,Lunch,chicken lollypop + biryani,379.0,Expense,0
2015-02-23,2015,2,February,23,Monday,1,Saving Bank Account 1,Other,31,Unknown,splitwise settlement,4118.0,Expense,0
2017-04-25,2017,4,April,25,Tuesday,2,Cash,Transportation,48,Train,2 Place 0 to Place 6 return,20.0,Expense,0
2016-05-30,2016,5,May,30,Monday,2,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Unknown,251.0,Expense,0
2016-10-27,2016,10,October,27,Thursday,4,Cash,Food,18,Grocery,mehndi,25.0,Expense,0
2015-02-03,2015,2,February,3,Tuesday,1,Cash,Food,18,Unknown,12 eggs,70.0,Expense,0
2017-09-29,2017,9,September,29,Friday,3,Saving Bank Account 1,Health,23,Medicine,3 tablet Nor tz,21.0,Expense,0
2017-03-16,2017,3,March,16,Thursday,1,Saving Bank Account 1,Subscription,45,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820.0,Expense,0
2016-02-22,2016,2,February,22,Monday,1,Cash,Food,18,snacks,5star (2)+munch(2),40.0,Expense,0
2018-04-19,2018,4,April,19,Thursday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,72.0,Expense,0
2015-04-28,2015,4,April,28,Tuesday,2,Cash,Food,18,Milk,milk half gold,28.0,Expense,0
2017-07-03,2017,7,July,3,Monday,3,Saving Bank Account 1,Subscription,45,Newspaper,Unknown,170.0,Expense,0
2017-05-07,2017,5,May,7,Sunday,2,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2018-05-07,2018,5,May,7,Monday,2,Saving Bank Account 1,Subscription,45,Mahanagar Gas,Unknown,515.0,Expense,0
2017-11-27,2017,11,November,27,Monday,4,Saving Bank Account 1,Gpay Reward,21,Unknown,Unknown,7.0,Income,1
2017-12-24,2017,12,December,24,Sunday,4,Saving Bank Account 1,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2016-08-29,2016,8,August,29,Monday,3,Cash,Festivals,16,Ganesh Pujan,Ganesh idol,361.0,Expense,0
2017-03-25,2017,3,March,25,Saturday,1,Saving Bank Account 1,Health,23,Medicine,Tablet,29.0,Expense,0
2017-06-05,2017,6,June,5,Monday,2,Cash,Food,18,chocolate,2 Cadbury dairy milk,20.0,Expense,0
2017-04-05,2017,4,April,5,Wednesday,2,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2018-06-26,2018,6,June,26,Tuesday,2,Cash,Transportation,48,Train,Place 0 to Place 4 return,20.0,Expense,0
2018-01-20,2018,1,January,20,Saturday,1,Saving Bank Account 1,Food,18,Bread,Unknown,45.0,Expense,0
2015-05-31,2015,5,May,31,Sunday,2,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2015-05-16,2015,5,May,16,Saturday,2,Saving Bank Account 1,Food,18,Milk,milk half shakti,26.0,Expense,0
2015-06-01,2015,6,June,1,Monday,2,Saving Bank Account 1,Cook,4,Unknown,Unknown,776.0,Expense,0
2018-08-06,2018,8,August,6,Monday,3,Cash,Beauty,2,grooming,hair cut,100.0,Expense,0
2016-03-11,2016,3,March,11,Friday,1,Cash,Food,18,Grocery,cheese cubes(2)+ neutralite butter,60.0,Expense,0
2016-04-28,2016,4,April,28,Thursday,2,Saving Bank Account 1,Subscription,45,Hotstar,subscription,299.0,Expense,0
2015-11-04,2015,11,November,4,Wednesday,4,Cash,Public Provident Fund,33,Unknown,Unknown,10000.0,Expense,0
2018-07-30,2018,7,July,30,Monday,3,Cash,Food,18,breakfast,1 plates poha,25.0,Expense,0
2018-04-15,2018,4,April,15,Sunday,2,Cash,Transportation,48,Train,Place 0 to Place 4 return,20.0,Expense,0
2017-09-29,2017,9,September,29,Friday,3,Cash,Food,18,Ice cream,Vanila cup,10.0,Expense,0
2018-03-18,2018,3,March,18,Sunday,1,Credit Card,Family,15,clothes,Trouser,799.0,Expense,0
2018-05-09,2018,5,May,9,Wednesday,2,Cash,Subscription,45,Newspaper,Mata + TOI + ET,12.0,Expense,0
2017-11-15,2017,11,November,15,Wednesday,4,Saving Bank Account 1,Household,24,Kirana,Toast 55 + Kisan Jam 85 + all out 75,209.0,Expense,0
2018-02-08,2018,2,February,8,Thursday,1,Saving Bank Account 1,Food,18,Milk,1 lit,69.0,Expense,0
2018-01-15,2018,1,January,15,Monday,1,Cash,Transportation,48,Train,Place 0 to Place 3 returns,40.0,Expense,0
2016-02-10,2016,2,February,10,Wednesday,1,Saving Bank Account 1,Investment,26,RD,Unknown,1000.0,Expense,0
2018-03-30,2018,3,March,30,Friday,1,Cash,Food,18,snacks,1 Panipuri,25.0,Expense,0
2016-12-09,2016,12,December,9,Friday,4,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,0
2018-03-22,2018,3,March,22,Thursday,1,Cash,Food,18,Rajgira ladu,1 packet,20.0,Expense,0
2017-11-19,2017,11,November,19,Sunday,4,Credit Card,Culture,5,Movie,2 PVR Place 6,436.0,Expense,0
2016-07-05,2016,7,July,5,Tuesday,3,Saving Bank Account 1,Investment,26,RD,Unknown,1000.0,Expense,0
2015-02-01,2015,2,February,1,Sunday,1,Cash,Apparel,1,Unknown,undergarments,248.0,Expense,0
