Headline,Date,Stock_Ticker
"Shares of several semiconductor companies are trading higher, potentially in sympathy with Texas Instruments, which reported better-than-expected Q1 financial results.",2020-04-22,NVDA
Nvidia's Newest Competitor Is One Of Trump's Biggest Foes,2019-08-23,NVDA
"Piper Sandler Maintains Overweight on NVIDIA, Raises Price Target to $275",2020-01-15,NVDA
"Semi Stocks Lower On Weak Q1 Report, Q2 Guidance From Taiwan Semi: NVIDIA Shares Down 2%, Micron Down 1.8%, AMD, Applied Materials Down 1.7%, Texas Instruments Down 1.3%, Xilinx Down 1%",2018-04-19,NVDA
Intel's New Strategy to Take on Apple's MacBook Air,2013-02-01,NVDA
18 Stocks And ETFs To Watch In 2018,2018-01-15,NVDA
Apple shares are trading higher after the company reported better-than-expected Q2 EPS and sales results. UPDATE: Shares have since reversed.,2020-04-30,AAPL
NVIDIA shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2019-08-16,NVDA
"JP Morgan Maintains Neutral, PT of $17 on NVIDIA",2011-11-11,NVDA
"Nvidia Amends Bylaws, Divides Board Into 3 Classes -Bloomberg",2011-05-24,NVDA
Semiconductor Stock Outlook for 2012,2011-12-23,NVDA
"FBR Capital Markets Maintains Nvidia at Outperform, Raises PT from $17 to $20",2012-08-10,NVDA
"Benzinga's Top ETF Decliners, March 10th (ERX, EDC, URTY, SOXL)",2011-03-10,NVDA
10 Stocks Moving In Friday's Pre-Market Session,2016-05-13,NVDA
"UBS Maintains Buy on NVIDIA, Raises Price Target to $240",2019-11-11,NVDA
"Benzinga's Top ETF Decliners, September 14th (SOXS, TVIX, TZA, FSG)",2011-09-14,NVDA
"Google, IBM, NVIDIA, Mellanox Announce Development Group for IBM Chips, Consortium Will Build Server and Storage Technology",2013-08-06,NVDA
"Benzinga's Weekly Bulls & Bears: Apple, Eli Lilly, GE, Nike And More",2018-01-20,NVDA
"Confirming Morgan Stanley Upgrades NVIDIA to Overweight, Maintains Price Target At $258.00",2018-04-09,NVDA
Nvidia Has Beat The Street In Every Quarter Since 2011; How Do Rivals Measure Up?,2017-02-13,NVDA
Synopsys' Silicon-Proven DesignWare DDR IP for High-Performance Cloud Computing Networking Chips Selected by NVIDIA,2020-05-28,NVDA
Short Sellers Pile on ARM Holdings and Nvidia,2013-04-10,NVDA
J.P. Morgan Discusses Semiconductors,2011-06-27,NVDA
5 Biggest Price Target Changes For Monday,2017-09-18,NVDA
Facebook Plans To Resume Work In Office In July At 25% Capacity And Safety Measures In Place,2020-05-20,AAPL
"Barclays Downgrades Nvidia, Likes Skyworks, Cirrus And Others",2016-01-14,NVDA
Apple And Google Team Up To Build Bluetooth Solution To Tackle COVID-19 Pandemic,2020-04-13,AAPL
Why These Stocks Skyrocketed On Friday's Quad Witch,2016-12-19,NVDA
"2017 Game Developers Conference Continues Today, Nintendo To Present",2017-03-01,NVDA
7 Semiconductor Stocks To Buy On Coronavirus Weakness,2020-01-30,NVDA
NVIDIA Corporation Reports Q1 EPS of $0.18 vs $0.15 Est; Revenue of $954.70M vs $940.70M Est,2013-05-09,NVDA
"As Trade Optimism Grows, Markets Turn Green and Boeing, Caterpillar Among Leaders",2019-02-25,NVDA
Analyst Not Budging On Bearish Nvidia Thesis,2017-05-10,NVDA
"Earnings Scheduled For May 12, 2016",2016-05-12,NVDA
"Broadcom Says ""That's How it's Done"" to Tech Companies",2011-12-14,NVDA
"1,000 Google Employees Volunteer To Help Expand Sister Company's Coronavirus Testing Program",2020-03-27,AAPL
60 Biggest Movers From Friday,2019-08-19,NVDA
"Stocks to Watch for April 25, 2013",2013-04-25,NVDA
An Electric Vehicle ETF Revs Up,2018-01-22,NVDA
NBCUniversal Releases Movies On-Demand Same Time As Theaters Due To Coronavirus,2020-03-17,AAPL
5 Biggest Price Target Changes For Friday,2017-05-12,NVDA
AMD's RX Vega Vs. Nvidia's GTX1080: The Great Rivalry Heats Up,2017-07-11,NVDA
Investor Movement Index Summary: October 2019,2019-11-05,NVDA
Opinion: Stock-Picking Is A Cult,2018-07-20,NVDA
NVIDIA Issues Release Highlighting Deutsche Post DHL Group Has Selected Co.'s DRIVE PX For Autonomous Delivery Truck Fleet,2017-10-10,NVDA
Coronavirus Sell-Off A Major Opportunity For Activist Investors,2020-04-20,AAPL
"Several tech and tech-related stocks moving lower despite no company-specific news; Move may be linked to reports Apple cut iPhone production orders, as well as sell off in the overall market.",2018-11-19,NVDA
NVIDIA shares are trading higher after SunTrust analysts maintained a Buy rating on the stock and raised their price target from $294 to $327. The tech sector has been strong this week amid a rebound in economic sentiment.,2020-05-07,NVDA
"NVIDIA Shares Down 16%; Other Chip Stocks Also Moving Lower In Sympathy: AMD Shares Down 6%, Micron Down 2.4%, Intel Down 1%, Texas Instruments Down 0.3%",2018-11-15,NVDA
The Bull Case For Nvidia: $300 Per Share?,2017-06-08,NVDA
"SunTrust Robinson Humphrey Maintains Buy on NVIDIA, Raises Price Target to $240",2019-11-15,NVDA
AMD Has A Golden Opportunity To Gain CPU Share From Intel,2017-07-06,NVDA
"Apple Says No Evidence That Hackers Exploited Vulnerability In iPhones, iPads To Steal Data",2020-04-24,AAPL
Ethereum Mining Competition Turns Susquehanna Bearish On AMD,2018-03-26,NVDA
"Benzinga's Top ETF Decliners, March 22nd (EGPT, DTO, SOXL, DRN)",2011-03-23,NVDA
"10 Stocks To Watch For February 15, 2019",2019-02-15,NVDA
New Mac Pros and MacBooks About to be Unveiled,2012-06-11,NVDA
Google Asks All North American Employees To Work From Home As Coronavirus Spreads,2020-03-11,AAPL
"UPDATE: Bank Of America Reiterates Buy On NVIDIA, Raises Target To $275 As Firm Believes Co.'is uniquely positioned to reaccelerate in existing markets while expanding into new markets (edge computing/5G, advanced autos, NLP)'",2019-11-15,NVDA
TikTok Considers Launching Reality TV Show,2020-05-01,AAPL
JP Morgan Lowers PT On NVIDIA To $18,2011-08-12,NVDA
"Apple Earnings Ahead: Rough Quarter, iPhone Expectations And Getting Back To Business",2020-04-28,AAPL
Gaming Stocks Are A Playground For Traders,2016-07-06,NVDA
"RBC Capital Reiterates Outperform On NVIDIA, Lowers Price Target From $230 To $200",2018-12-27,NVDA
McDonald's Switches To 'Walk-In-Take-Out' Model In All Company-Owned Restaurants Due To Coronavirus,2020-03-17,AAPL
One Of Nvidia's Biggest Bears Has Changed His Mind,2017-06-20,NVDA
Morgan Stanley Comments On Nividia Winding Down Icera,2015-05-06,NVDA
'Apple supplier TSMC is reportedly building an Arizona chip plant' -The Verge,2020-05-14,AAPL
"Benzinga's Top ETF Decliners, March 24th (SOXS, TVIX, SQQQ, SPXU)",2011-03-25,NVDA
Citi Adds NVIDIA To Its 'Semis Christmas Shopping List',2018-12-13,NVDA
Apple Says No Evidence iPhone Mail Flaw Used Against Customers,2020-04-24,AAPL
"Mobileye, NVIDIA, NXP Semi Shares Quiet Amid Report NIO Has Said Will Have Autonomous Electric Vehicles in US Market in 2020, Wants to Partner with Mobileye, NVIDIA, NXP",2017-03-10,NVDA
10 Biggest Price Target Changes For Monday,2020-01-13,NVDA
5 Reasons Why Amazon Is Morgan Stanley's Top Pick,2020-03-16,AAPL
AMD's Workstation Graphics Line Could Challenge Nvidia,2012-08-08,NVDA
UPDATE: Stifel Reiterates on NVIDIA Ahead of 2014 Investor Day,2014-03-19,NVDA
NVIDIA Corporation Reports Q1 EPS of $0.29 vs $0.17 Est,2014-05-06,NVDA
"Weakening Demand Could Pitch AMD, Nvidia And Intel Into Price War",2017-03-23,NVDA
Shares of several semiconductors companies are trading lower on seemingly no news. It could potentially be a sell-off following the sector experiencing continued growth over the course of the last two months.,2019-07-29,NVDA
"Pepper Spray, Books On Racism, 'I Can't Breathe' Merchandise Are Top Sellers On Amazon As Protests Rage",2020-06-02,AAPL
Apple Cuts iPhone Prices in China To Push Sales As Country Reopens Economy,2020-06-02,AAPL
"UPDATE: UBS Maintains Buy on NVIDIA, Raises Price Target to $300 As Firm Sees 'a path to ~$10 EPS in FY21 (non-GAAP) on the back of a new 7nm product cycle in both data center + gaming.' Notes 2 Reasons:",2020-01-23,NVDA
Is Roku Above Other Streamers – A SWOT Approach,2020-04-01,AAPL
"CES 2014 Review: Announcements, Products & Surprises",2014-01-13,NVDA
NVIDIA's Stock Is On Quite The Run,2016-11-18,NVDA
"UPDATE: Nomura Downgrades NVIDIA to Reduce, Lowers Price Target to $230 As Firm Notes 'In our view, the risks to the global semiconductor industry posed by the COVID-19 outbreak have grown over the last few weeks.'",2020-02-25,NVDA
China Fortunes Keep Chip Stocks On Wild Ride As Advanced Micro Reports,2019-07-30,NVDA
Here's Why The iPad's Dominance Is About To End,2011-08-31,NVDA
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Tues., Jan. 29, 2019",2019-01-29,NVDA
Leidos Awarded $84.6M Payment from VirnetX Lawsuit vs Apple,2020-05-27,AAPL
Nvidia's Machine Learning Business Seems Very Strong,2017-01-18,NVDA
'Google brings Nvidia's Tesla V100 GPUs to its cloud',2018-04-30,NVDA
"As Anticipation Firms For Trump/Xi Meeting, Focus Is On Earnings, Iran Tensions",2019-06-24,NVDA
Shares of several technology companies are trading lower on continued uncertainty surrounding the future of trade relations between the US and China after the Trump Administration increased tariffs on $200 million of Chinese goods from 10% to 25%.,2019-05-10,NVDA
"Analysts More Positive On Nvidia, AMD Following Processor Conference",2017-10-09,NVDA
NVIDIA To 'Shine' With Smart Autos At CES,2016-12-30,NVDA
"Benzinga's Top Pre-Market NASDAQ Losers (NVDA, YHOO, SHOR, BMTI)",2011-05-13,NVDA
"Benzinga's Top ETF Gainers, January 5th (AGA, SOXL, FAS, XBI)",2012-01-05,NVDA
An ETF With A Futuristic View Of Transportation,2018-05-04,NVDA
Rosenblatt Says AMD Now Has A Path To $30 Per Share,2018-08-23,NVDA
Shares of several technology companies are trading higher amid overall market strength on optimism that US coronavirus cases could soon leveling off. NOTE: Some names in the sector have potentially benefited from recent work-at-home trends.,2020-04-08,AAPL
Why Bank Of America Says You Should Stay Bullish On Semi Stocks,2017-06-09,NVDA
"KeyBanc Starts Coverage On 10 Semiconductor Stocks, Downgrades Cypress Semi",2018-09-25,NVDA
Watch These 7 Huge Put Purchases In Wednesday Trade,2016-08-10,NVDA
"NVIDIA May Reportedly Offer Short-Term, Unsecured Commercial Paper Notes Of Up To $575M",2017-12-15,NVDA
"Must Watch Stocks for November 5, 2015",2015-11-05,NVDA
Breaking Down The Incredible Rise Of Esports,2019-01-26,NVDA
"Wells Fargo Names Nvidia As Top Semi Idea Into 2020, Lifts Price Target To $270",2019-12-20,NVDA
Intel Adding $1B To CapEx To Boost Production,2018-09-28,NVDA
"Expect Nvidia, AMD To Ride Cryptocurrency Wave Into 2018",2017-10-05,NVDA
"Trump Says Will Expand Medicare Telehealth Service Offers, Working With Skype, Apple For FaceTime",2020-03-17,AAPL
NVIDIA shares are trading higher after Oppenheimer maintained an Outperform rating and raised its price target from $250 to $300. Wells Fargo maintained an Overweight rating and raised its price target from $270 to $290.,2020-02-11,NVDA
"Benzinga's Bulls & Bears Of The Week: Apple, Cisco, Lululemon, Nike, Wells Fargo And More",2018-02-12,NVDA
Hearing Unconfirmed Market Chatter of Potential Intel Bid for Nvidia,2014-10-21,NVDA
Semiconductor Industry to Lobby for Billions to Boost U.S. Manufacturing,2020-05-31,NVDA
Stocks That Hit 52-Week Highs On Monday,2020-05-11,NVDA
"Susquehanna Downgrades NVIDIA Corporation to Negative, Announces $10.50 PT",2013-03-11,NVDA
Apple CEO Tim Cook: We Envision iPad And Mac To Have Improving Year-Over-Year Performances In This Current Quarter,2020-04-30,AAPL
"Benzinga's Top Upgrades, Downgrades For October 30, 2018",2018-10-30,NVDA
Q2 Earnings: What's In Store For Nvidia Investors?,2017-08-08,NVDA
UPDATE: Citron Report Says 'Do Not Listen to Citron. Just Follow the Insider Sales to Understand the Validity of the Trade!',2017-02-24,NVDA
"Analyst Calls Out Nvidia's 'Astronomical' Valuation, Sees 42% Downside",2017-06-14,NVDA
Nvidia To Halt AV Fleet Testing As Uber Investigates Fatal Crash,2018-03-27,NVDA
"Benzinga's Top Upgrades, Downgrades For September 25, 2018",2018-09-25,NVDA
Scott Bauer's NVIDIA Options Trade,2016-11-28,NVDA
"'New #COVID19 screening app developed by @Apple, in partnership with @CDCgov, @fema and the @WhiteHouse #coronavirus task force.' -VOA's Steve Herman",2020-03-27,AAPL
"Apple Analyst Braces For 'Friday The 13th'-Like Q2, Says iPhone On Track",2020-04-23,AAPL
Mid-Morning Market Update: Markets Mixed; Tyson Posts Higher Profit,2013-11-18,NVDA
"Wells Fargo Upgrades Apple to Overweight, Announces $315 Price Target",2020-03-13,AAPL
Nvidia Option Alert: Jun 15 $135 Puts at the Bid: 600 @ $12.651 vs 12 OI; Ref=$163.1305,2017-07-28,NVDA
Earnings Expectations for the Week of August 8,2011-08-07,NVDA
"Benzinga's Top ETF Decliners, August 3rd (ZSL, PALL, SOXS, UGA)",2011-08-04,NVDA
Technical Alert: Nvidia Corp Makes New All-Time-High And Retreats,2016-12-08,NVDA
Who Profits From The Incredible Success Of 'Fortnite'?,2018-04-23,NVDA
NVIDIA Shares Pushing to Session Lows Ahead of Investor Session on NVIDIA's Business with CEO Jen-Hsun Huang,2013-03-19,NVDA
Concern About AMD's Dependence On Crypto Data Mining?,2017-08-08,NVDA
"NVIDIA Reports Q1 Adj. EPS $0.85 vs $0.67 Est., Sales $1.94B vs $1.91B Est.",2017-05-09,NVDA
"Short Seller Claims 'If You Want Something Bitcoin-Related, Digital Power Isn't It'",2017-12-12,NVDA
Nvidia to Adopt Samsung 7nm EUV Process in Next-gen GPU Production,2019-06-05,NVDA
"UPDATE: Morgan Stanley Maintains Overweight On Apple, Raises Tgt To $326 Notes 'While Apple pulled guidance, qualitative commentary leads us to raise our F3Q revenue estimate as demand improved in 2H of April and more stores will open before quarter-end'",2020-05-01,AAPL
Shoppers Rise To The Occasion As Walmart Reports Another Impressive Quarter,2019-11-14,NVDA
"7 Stocks To Watch For November 11, 2016",2016-11-11,NVDA
Upcoming Earnings: Nvidia Reports After Thursday's Close,2018-05-09,NVDA
Morning Market Losers,2014-06-19,NVDA
Jerremy Newsome Shares The Rules For His Options Strategy,2020-04-21,AAPL
12 Biggest Mid-Day Gainers For Friday,2016-11-11,NVDA
"UBS Maintains Buy on Apple, Lowers Price Target to $290",2020-03-30,AAPL
26 Stocks Moving in Tuesday's Pre-Market Session,2020-03-24,NVDA
"Reuters Reports EU Antitrust Regulators Considering Investigation Into Qualcomm, According to Sources",2014-08-26,NVDA
Decoding AMD's Breathtaking 2-Year Rally,2019-11-29,NVDA
"Paul Singer's Latest 13F Shows Big Changes In Apple, Western Digital",2017-02-14,NVDA
What One Analyst Thinks Will Get Nvidia's Stock Going Again,2017-04-07,NVDA
Nvidia Remains One Of The Most Exciting Growth Stories In Tech,2017-02-10,NVDA
NVIDIA Sees Q3 Sales $3.185B-$3.315B vs $3.34B Est.,2018-08-16,NVDA
Tigress Financial Upgrades NVIDIA to Buy,2015-06-17,NVDA
"Form 8-K from NVIDIA Shows Accelerated Buyback Plan,Will Make Upfront Payment 4500M, Will Receive 20.6M Shares",2014-02-14,NVDA
"Should i buy Suburban Propane, Nucor, Olin Corporation- SPH, NUE, OLN today?",2011-05-16,NVDA
"Weakness In Nvidia's Gaming Segment Could Be A Passing Phase, JPMorgan Says In Upgrade",2018-10-30,NVDA
"Apple CFO Expects Digital Services To Continue To Grow At Same Level Of Performance Seen In Mar., Qtr.; Says Expects Apple Care To Be Impacted During Jun. Qtr.",2020-04-30,AAPL
"Benzinga's Top Upgrades, Downgrades For December 14, 2016",2016-12-14,NVDA
"Bernstein Starts Nvidia At Outperform, Long-Term Opportunity 'May Still Be Underestimated'",2017-05-19,NVDA
"AMD Shares Down 4.5%, NVIDIA Shares Down Nearly 2%; Some Traders Attributing Weakness To Decline In Bitcoin/Other Cryptocurrencies",2017-12-22,NVDA
31 Stocks Moving In Friday's Pre-Market Session,2017-11-10,NVDA
Form 4 Filing Late Tuesday Showed NVIDIA Director Perry Sold 17.307K Shares at $227.93,2018-02-14,NVDA
Shares of several technology companies are trading lower with the overall US market as US-China trade tensions continue to concern investors.,2019-05-29,NVDA
NVIDIA Shares Volatile as Co. Announces Gaming Alliance with Ubisoft for Fall Season,2013-08-21,NVDA
"Top Performing Industries For May 13, 2016",2016-05-13,NVDA
"Earnings Scheduled For November 15, 2018",2018-11-15,NVDA
"Worst Performing Industries For November 14, 2016",2016-11-14,NVDA
"Nvidia Shares Down 7.43% After Downgrades From BMO, Nomura; Tigress Analyst Ivan Feinseth Tells Benzinga Nvidia Shares Are 'Highly Valued' Not 'Overvalued,' Fundamentals Remain Strong",2017-02-23,NVDA
Credit Suisse Previews Blackberry's Q1 Earnings,2017-06-21,NVDA
Munster Says Under-The-Radar Apple TV+ Will Contribute 20% Of Cupertino's Net Income Growth,2020-06-08,AAPL
"Morgan Stanley Maintains Overweight on NVIDIA, Raises Price Target to $282",2020-04-28,NVDA
"Apple Has 'Better Days Ahead,' Analysts Say After Q1 Earnings Beat",2020-05-01,AAPL
Roth Capital Weighs in on Glu Mobile Inc. (GLUU) and NVIDIA Corporation (NVDA) Following a Game Release and Earnings,2016-02-19,NVDA
"UPDATE: Argus Names Three Top Ideas for 'The Connected Car' Thesis: Sirius XM, Panasonic, SunnyOptical; Highlights Supply Chain Implications at NVIDIA, Qualcomm, Murata",2015-12-22,NVDA
Amazon Offers Prime Video Purchases On iOS As Apple Foregoes 30% Third-Party Tax,2020-04-02,AAPL
NVIDIA Shares Up ~10% At $113 Following Q1 Earnings Release,2017-05-09,NVDA
VirnetX Receives ~$454M Payment In Apple Suit,2020-03-13,AAPL
NVIDIA Shares Fall ~0.5% From Session High Following Tweet From Citron Research Suggesting Stock Is 'On Its Way To $200'; Shares Up 1.4% For Session,2018-08-21,NVDA
Apple's Next Macbook Pro Will Feature an Nvidia Graphics Card,2012-06-11,NVDA
