Date,Year,Month,Month_Name,Day,Weekday,Quarter,Transaction Description,Category,Category_Code,Amount,Type,Is_Income
2022-05-09,2022,5,May,9,Monday,2,effect cultural.,Food & Drink,1,544.24,Expense,0
2020-02-27,2020,2,February,27,Thursday,1,leg themselves away.,Food & Drink,1,1363.76,Expense,0
2023-01-24,2023,1,January,24,Tuesday,1,current health serious.,Food & Drink,1,336.03,Expense,0
2022-10-19,2022,10,October,19,Wednesday,4,approach side model you billion.,Rent,5,1474.62,Expense,0
2024-07-05,2024,7,July,5,Friday,3,law work.,Investment,3,2157.0,Income,1
2021-05-15,2021,5,May,15,Saturday,2,include successful.,Investment,3,3362.0,Income,1
2023-02-08,2023,2,February,8,Wednesday,1,my deal catch must.,Other,4,2812.0,Income,1
2021-11-17,2021,11,November,17,Wednesday,4,red head window be.,Health & Fitness,2,1686.63,Expense,0
2022-08-02,2022,8,August,2,Tuesday,3,specific result loss long.,Other,4,2520.0,Income,1
2023-07-18,2023,7,July,18,Tuesday,3,be plan same cause.,Rent,5,1945.27,Expense,0
2020-11-14,2020,11,November,14,Saturday,4,whatever late specific.,Utilities,9,946.3,Expense,0
2023-10-08,2023,10,October,8,Sunday,4,draw american first.,Investment,3,2942.0,Income,1
2022-08-31,2022,8,August,31,Wednesday,3,prevent expert white arm similar.,Investment,3,4683.0,Income,1
2021-08-27,2021,8,August,27,Friday,3,thus several animal phone.,Entertainment,0,579.36,Expense,0
2020-08-04,2020,8,August,4,Tuesday,3,star executive fear.,Utilities,9,1415.77,Expense,0
2023-03-23,2023,3,March,23,Thursday,1,pass market role.,Other,4,914.0,Income,1
2022-11-22,2022,11,November,22,Tuesday,4,rock seat near business loss.,Salary,6,1578.72,Expense,0
2022-03-17,2022,3,March,17,Thursday,1,positive participant fear blue as.,Entertainment,0,23.59,Expense,0
2022-05-11,2022,5,May,11,Wednesday,2,democratic station course full.,Food & Drink,1,1748.5,Expense,0
2021-12-31,2021,12,December,31,Friday,4,relate product only from.,Investment,3,1622.0,Income,1
2024-10-03,2024,10,October,3,Thursday,4,not friend federal forget bit.,Utilities,9,951.24,Expense,0
2020-02-02,2020,2,February,2,Sunday,1,as high you more wife.,Health & Fitness,2,333.68,Expense,0
2020-07-05,2020,7,July,5,Sunday,3,picture approach chance none fight.,Travel,8,1337.12,Expense,0
2023-02-20,2023,2,February,20,Monday,1,note discuss discussion reach grow.,Food & Drink,1,473.67,Expense,0
2023-04-20,2023,4,April,20,Thursday,2,simply century the.,Shopping,7,716.06,Expense,0
2024-11-20,2024,11,November,20,Wednesday,4,cost attorney.,Travel,8,1198.04,Expense,0
2020-09-17,2020,9,September,17,Thursday,3,those pressure street.,Rent,5,872.71,Expense,0
2023-10-17,2023,10,October,17,Tuesday,4,owner memory argue project.,Rent,5,1099.09,Expense,0
2023-05-05,2023,5,May,5,Friday,2,nothing behavior sort recognize.,Health & Fitness,2,1921.51,Expense,0
2024-11-17,2024,11,November,17,Sunday,4,different international sell several.,Entertainment,0,1611.37,Expense,0
2024-02-25,2024,2,February,25,Sunday,1,employee become happy water bring.,Food & Drink,1,238.3,Expense,0
2022-02-17,2022,2,February,17,Thursday,1,real any little environmental.,Investment,3,3833.0,Income,1
2020-09-01,2020,9,September,1,Tuesday,3,car much will.,Rent,5,1557.81,Expense,0
2021-01-14,2021,1,January,14,Thursday,1,door management guess.,Shopping,7,1708.14,Expense,0
2021-09-10,2021,9,September,10,Friday,3,difficult quite act receive stage.,Rent,5,866.91,Expense,0
2024-05-25,2024,5,May,25,Saturday,2,somebody son suddenly perform.,Entertainment,0,135.09,Expense,0
2024-02-28,2024,2,February,28,Wednesday,1,industry impact certainly.,Rent,5,777.89,Expense,0
2024-02-14,2024,2,February,14,Wednesday,1,movement door kind.,Travel,8,903.14,Expense,0
2021-10-13,2021,10,October,13,Wednesday,4,budget remain reduce.,Health & Fitness,2,1339.0,Expense,0
2023-07-26,2023,7,July,26,Wednesday,3,common anyone.,Shopping,7,279.94,Expense,0
2021-08-11,2021,8,August,11,Wednesday,3,keep yes.,Health & Fitness,2,144.68,Expense,0
2020-08-05,2020,8,August,5,Wednesday,3,task improve fish.,Shopping,7,1810.63,Expense,0
2023-12-29,2023,12,December,29,Friday,4,society dark product make.,Entertainment,0,14.37,Expense,0
2020-01-31,2020,1,January,31,Friday,1,management sense technology check civil.,Shopping,7,563.17,Expense,0
2023-07-30,2023,7,July,30,Sunday,3,source international.,Salary,6,110.61,Expense,0
2021-11-27,2021,11,November,27,Saturday,4,weight take.,Health & Fitness,2,1950.99,Expense,0
2022-04-09,2022,4,April,9,Saturday,2,former able public trade.,Food & Drink,1,1514.8,Expense,0
2024-01-26,2024,1,January,26,Friday,1,own test too imagine.,Investment,3,2917.0,Income,1
2023-06-05,2023,6,June,5,Monday,2,especially unit office almost.,Utilities,9,1218.56,Expense,0
2024-05-31,2024,5,May,31,Friday,2,ground city still.,Rent,5,1410.44,Expense,0
2023-03-22,2023,3,March,22,Wednesday,1,role pick would low read.,Other,4,1555.0,Income,1
2024-09-17,2024,9,September,17,Tuesday,3,mind door authority outside.,Travel,8,986.7,Expense,0
2020-12-23,2020,12,December,23,Wednesday,4,firm financial.,Rent,5,1705.01,Expense,0
2022-09-10,2022,9,September,10,Saturday,3,red enjoy.,Salary,6,471.39,Expense,0
2020-10-24,2020,10,October,24,Saturday,4,question or money.,Entertainment,0,1553.63,Expense,0
2020-02-11,2020,2,February,11,Tuesday,1,human public health.,Health & Fitness,2,433.13,Expense,0
2021-06-22,2021,6,June,22,Tuesday,2,success here television key.,Rent,5,1295.59,Expense,0
2024-11-13,2024,11,November,13,Wednesday,4,state serious activity pressure.,Other,4,3164.0,Income,1
2020-10-27,2020,10,October,27,Tuesday,4,can mouth discover.,Entertainment,0,536.65,Expense,0
2020-02-28,2020,2,February,28,Friday,1,unit support.,Other,4,1795.0,Income,1
2022-07-27,2022,7,July,27,Wednesday,3,voice american seven discussion.,Shopping,7,215.55,Expense,0
2023-07-05,2023,7,July,5,Wednesday,3,beat painting heavy.,Other,4,1141.0,Income,1
2021-07-29,2021,7,July,29,Thursday,3,white measure manager range.,Shopping,7,231.26,Expense,0
2024-04-03,2024,4,April,3,Wednesday,2,western order accept wide prevent.,Travel,8,1920.67,Expense,0
2024-11-23,2024,11,November,23,Saturday,4,hospital writer can industry.,Other,4,3599.0,Income,1
2022-05-13,2022,5,May,13,Friday,2,leader operation mean white.,Health & Fitness,2,613.34,Expense,0
2024-08-08,2024,8,August,8,Thursday,3,base player data whose.,Entertainment,0,1234.23,Expense,0
2022-03-28,2022,3,March,28,Monday,1,forward would finish around.,Food & Drink,1,1659.26,Expense,0
2024-09-24,2024,9,September,24,Tuesday,3,less into per big.,Food & Drink,1,1351.47,Expense,0
2024-01-19,2024,1,January,19,Friday,1,table trade various risk art.,Health & Fitness,2,1423.6,Expense,0
2023-11-17,2023,11,November,17,Friday,4,create physical share out cold.,Rent,5,199.05,Expense,0
2024-02-24,2024,2,February,24,Saturday,1,cup red collection husband.,Salary,6,1993.3,Expense,0
2024-10-18,2024,10,October,18,Friday,4,outside with each animal.,Travel,8,932.87,Expense,0
2022-09-12,2022,9,September,12,Monday,3,despite off consumer second.,Entertainment,0,904.65,Expense,0
2020-08-08,2020,8,August,8,Saturday,3,them key.,Travel,8,1509.42,Expense,0
2023-03-18,2023,3,March,18,Saturday,1,happy her attack interview.,Other,4,3549.0,Income,1
2023-12-20,2023,12,December,20,Wednesday,4,actually purpose public.,Health & Fitness,2,246.23,Expense,0
2022-10-05,2022,10,October,5,Wednesday,4,what than political up instead.,Travel,8,457.44,Expense,0
2024-03-16,2024,3,March,16,Saturday,1,like clear.,Food & Drink,1,785.11,Expense,0
2023-01-09,2023,1,January,9,Monday,1,see indeed black police group.,Investment,3,3645.0,Income,1
2023-02-01,2023,2,February,1,Wednesday,1,unit again easy morning four.,Utilities,9,366.13,Expense,0
2020-08-02,2020,8,August,2,Sunday,3,course out second carry.,Health & Fitness,2,1787.12,Expense,0
2024-08-01,2024,8,August,1,Thursday,3,heart still building.,Food & Drink,1,1451.74,Expense,0
2021-09-19,2021,9,September,19,Sunday,3,raise several west side admit.,Utilities,9,1063.63,Expense,0
2023-10-15,2023,10,October,15,Sunday,4,bring agent pay detail group.,Food & Drink,1,756.63,Expense,0
2024-06-02,2024,6,June,2,Sunday,2,environment character real middle prove.,Rent,5,1038.16,Expense,0
2020-06-09,2020,6,June,9,Tuesday,2,prove nor design record.,Utilities,9,865.28,Expense,0
2022-01-21,2022,1,January,21,Friday,1,enter example down anyone occur.,Health & Fitness,2,1996.26,Expense,0
2024-06-12,2024,6,June,12,Wednesday,2,picture early send morning.,Rent,5,1325.61,Expense,0
2023-10-30,2023,10,October,30,Monday,4,eye south wife interest.,Shopping,7,1663.0,Expense,0
2020-03-23,2020,3,March,23,Monday,1,enough threat score.,Food & Drink,1,151.28,Expense,0
2020-08-01,2020,8,August,1,Saturday,3,relate indeed lot line lead.,Other,4,2420.0,Income,1
2021-05-11,2021,5,May,11,Tuesday,2,nearly want front shake.,Entertainment,0,877.0,Expense,0
2024-11-12,2024,11,November,12,Tuesday,4,few spring raise.,Travel,8,466.42,Expense,0
2020-10-04,2020,10,October,4,Sunday,4,involve thousand including.,Health & Fitness,2,710.1,Expense,0
2024-09-25,2024,9,September,25,Wednesday,3,military onto blue activity.,Rent,5,657.62,Expense,0
2023-10-04,2023,10,October,4,Wednesday,4,pretty skin main program.,Health & Fitness,2,1900.64,Expense,0
2020-01-21,2020,1,January,21,Tuesday,1,herself law.,Entertainment,0,1914.85,Expense,0
2023-05-29,2023,5,May,29,Monday,2,style child young prove.,Other,4,1357.0,Income,1
2024-07-01,2024,7,July,1,Monday,3,medical buy series walk large.,Other,4,3657.0,Income,1
2023-07-16,2023,7,July,16,Sunday,3,computer always his.,Food & Drink,1,682.35,Expense,0
2021-07-09,2021,7,July,9,Friday,3,break wait.,Utilities,9,1635.61,Expense,0
2020-11-17,2020,11,November,17,Tuesday,4,spend prove stock school.,Food & Drink,1,1318.74,Expense,0
2023-01-23,2023,1,January,23,Monday,1,energy huge its recently.,Other,4,3700.0,Income,1
2024-05-14,2024,5,May,14,Tuesday,2,main opportunity particularly question.,Rent,5,799.6,Expense,0
2023-01-13,2023,1,January,13,Friday,1,yard foot he share issue.,Travel,8,1560.15,Expense,0
2024-10-04,2024,10,October,4,Friday,4,detail about development discover.,Other,4,4592.0,Income,1
2022-03-14,2022,3,March,14,Monday,1,time surface learn design.,Rent,5,807.66,Expense,0
2021-03-10,2021,3,March,10,Wednesday,1,pretty section degree still.,Utilities,9,228.75,Expense,0
2024-04-10,2024,4,April,10,Wednesday,2,environmental outside bed institution.,Investment,3,4996.0,Income,1
2020-11-29,2020,11,November,29,Sunday,4,question now key show.,Utilities,9,1001.77,Expense,0
2020-08-01,2020,8,August,1,Saturday,3,water positive child usually.,Entertainment,0,556.45,Expense,0
2021-08-07,2021,8,August,7,Saturday,3,not significant manager member.,Salary,6,1197.51,Expense,0
2022-03-28,2022,3,March,28,Monday,1,decide similar office.,Entertainment,0,1149.68,Expense,0
2024-12-06,2024,12,December,6,Friday,4,left available.,Health & Fitness,2,932.73,Expense,0
2024-09-17,2024,9,September,17,Tuesday,3,personal often.,Travel,8,801.78,Expense,0
2021-12-03,2021,12,December,3,Friday,4,begin suggest speak.,Investment,3,2877.0,Income,1
2023-02-20,2023,2,February,20,Monday,1,maybe painting republican.,Food & Drink,1,1902.47,Expense,0
2021-08-25,2021,8,August,25,Wednesday,3,front official not.,Salary,6,514.09,Expense,0
2024-07-23,2024,7,July,23,Tuesday,3,agreement central six instead.,Investment,3,4780.0,Income,1
2023-11-28,2023,11,November,28,Tuesday,4,cultural allow.,Utilities,9,971.33,Expense,0
2020-07-29,2020,7,July,29,Wednesday,3,could gun.,Shopping,7,1662.83,Expense,0
2021-05-11,2021,5,May,11,Tuesday,2,charge form here.,Health & Fitness,2,185.38,Expense,0
2023-03-16,2023,3,March,16,Thursday,1,public particularly reality.,Utilities,9,251.69,Expense,0
2024-09-10,2024,9,September,10,Tuesday,3,true culture.,Health & Fitness,2,320.43,Expense,0
2022-04-09,2022,4,April,9,Saturday,2,chance bed memory rich.,Salary,6,1350.26,Expense,0
2021-07-19,2021,7,July,19,Monday,3,girl suddenly.,Rent,5,1679.96,Expense,0
2020-09-11,2020,9,September,11,Friday,3,trip determine as statement.,Rent,5,1594.49,Expense,0
2023-11-08,2023,11,November,8,Wednesday,4,company left nothing trip.,Entertainment,0,722.26,Expense,0
2024-01-26,2024,1,January,26,Friday,1,evening ahead smile.,Entertainment,0,541.29,Expense,0
2022-02-17,2022,2,February,17,Thursday,1,successful teach range.,Other,4,3131.0,Income,1
2020-07-24,2020,7,July,24,Friday,3,form really explain.,Salary,6,109.93,Expense,0
2022-07-27,2022,7,July,27,Wednesday,3,truth thing always possible.,Food & Drink,1,590.78,Expense,0
2023-04-20,2023,4,April,20,Thursday,2,day already hold.,Utilities,9,360.44,Expense,0
2020-09-23,2020,9,September,23,Wednesday,3,able teach certain candidate economy.,Health & Fitness,2,67.11,Expense,0
2023-01-17,2023,1,January,17,Tuesday,1,career three according worker democrat.,Food & Drink,1,1569.77,Expense,0
2020-12-20,2020,12,December,20,Sunday,4,run pick sign.,Salary,6,208.43,Expense,0
2021-01-08,2021,1,January,8,Friday,1,him note painting quickly.,Utilities,9,348.27,Expense,0
2024-07-27,2024,7,July,27,Saturday,3,my serious whatever miss seek.,Health & Fitness,2,1550.65,Expense,0
2021-05-07,2021,5,May,7,Friday,2,have including none.,Rent,5,816.01,Expense,0
2020-06-30,2020,6,June,30,Tuesday,2,executive beyond create dinner conference.,Rent,5,776.54,Expense,0
2024-01-12,2024,1,January,12,Friday,1,price institution method inside.,Utilities,9,1386.72,Expense,0
2020-09-27,2020,9,September,27,Sunday,3,feeling poor all your suggest.,Salary,6,1114.8,Expense,0
2022-10-30,2022,10,October,30,Sunday,4,field a spring.,Health & Fitness,2,1069.24,Expense,0
2020-11-14,2020,11,November,14,Saturday,4,mean common.,Travel,8,371.16,Expense,0
2024-10-01,2024,10,October,1,Tuesday,4,owner fact wife.,Shopping,7,566.46,Expense,0
2024-09-16,2024,9,September,16,Monday,3,east list when.,Health & Fitness,2,989.76,Expense,0
2023-11-11,2023,11,November,11,Saturday,4,than physical live reason.,Rent,5,1449.89,Expense,0
2021-04-19,2021,4,April,19,Monday,2,cell year.,Rent,5,1767.85,Expense,0
2024-06-03,2024,6,June,3,Monday,2,sometimes while sense window.,Entertainment,0,1037.58,Expense,0
2022-11-26,2022,11,November,26,Saturday,4,growth appear project.,Food & Drink,1,101.43,Expense,0
2020-10-16,2020,10,October,16,Friday,4,go consider century price.,Food & Drink,1,512.43,Expense,0
2022-03-28,2022,3,March,28,Monday,1,size sister can its.,Other,4,4762.0,Income,1
2020-01-02,2020,1,January,2,Thursday,1,quality throughout.,Utilities,9,1475.58,Expense,0
2020-06-18,2020,6,June,18,Thursday,2,let stay or focus.,Rent,5,771.26,Expense,0
2022-05-27,2022,5,May,27,Friday,2,herself apply.,Other,4,2918.0,Income,1
2024-10-09,2024,10,October,9,Wednesday,4,key place tree.,Rent,5,905.21,Expense,0
2023-03-13,2023,3,March,13,Monday,1,people newspaper stay.,Utilities,9,71.85,Expense,0
2024-05-27,2024,5,May,27,Monday,2,doctor news yourself.,Food & Drink,1,89.41,Expense,0
2024-04-17,2024,4,April,17,Wednesday,2,into notice necessary true message.,Entertainment,0,642.39,Expense,0
2024-07-20,2024,7,July,20,Saturday,3,tell brother defense list second.,Rent,5,856.72,Expense,0
2021-06-27,2021,6,June,27,Sunday,2,or nation race.,Investment,3,2923.0,Income,1
2023-10-15,2023,10,October,15,Sunday,4,part crime.,Food & Drink,1,1191.91,Expense,0
2024-02-29,2024,2,February,29,Thursday,1,dog late eat.,Travel,8,59.16,Expense,0
2022-04-18,2022,4,April,18,Monday,2,professional color group.,Shopping,7,1233.7,Expense,0
2024-07-30,2024,7,July,30,Tuesday,3,hope floor include.,Rent,5,533.55,Expense,0
2024-03-02,2024,3,March,2,Saturday,1,beat light the window.,Health & Fitness,2,1033.48,Expense,0
2024-06-14,2024,6,June,14,Friday,2,be fire.,Shopping,7,54.67,Expense,0
2021-02-05,2021,2,February,5,Friday,1,letter environment easy.,Rent,5,290.11,Expense,0
2022-04-01,2022,4,April,1,Friday,2,seek close trade speech.,Other,4,1022.0,Income,1
2022-06-06,2022,6,June,6,Monday,2,letter visit always up.,Investment,3,4642.0,Income,1
2024-04-08,2024,4,April,8,Monday,2,effort drive side human.,Rent,5,616.34,Expense,0
2023-04-07,2023,4,April,7,Friday,2,officer forward trouble.,Health & Fitness,2,1826.23,Expense,0
2022-03-18,2022,3,March,18,Friday,1,change she tonight.,Travel,8,1169.1,Expense,0
2022-03-23,2022,3,March,23,Wednesday,1,likely scientist.,Travel,8,741.41,Expense,0
2024-05-05,2024,5,May,5,Sunday,2,piece require.,Other,4,2329.0,Income,1
2024-02-23,2024,2,February,23,Friday,1,increase consider.,Rent,5,705.31,Expense,0
2024-11-16,2024,11,November,16,Saturday,4,hear officer.,Shopping,7,1051.69,Expense,0
2024-02-27,2024,2,February,27,Tuesday,1,high issue deal democratic.,Health & Fitness,2,768.93,Expense,0
2024-08-14,2024,8,August,14,Wednesday,3,claim move.,Rent,5,1839.16,Expense,0
2022-09-07,2022,9,September,7,Wednesday,3,him small.,Investment,3,4727.0,Income,1
2022-03-31,2022,3,March,31,Thursday,1,fine bill me fill.,Other,4,3024.0,Income,1
2023-05-28,2023,5,May,28,Sunday,2,reduce hour fish him.,Entertainment,0,333.69,Expense,0
2021-12-12,2021,12,December,12,Sunday,4,eat yes myself affect him.,Salary,6,1933.71,Expense,0
2022-05-08,2022,5,May,8,Sunday,2,forward should outside respond.,Investment,3,2588.0,Income,1
2022-01-08,2022,1,January,8,Saturday,1,activity decide really go.,Food & Drink,1,1197.85,Expense,0
2023-09-14,2023,9,September,14,Thursday,3,war push thousand book half.,Rent,5,946.37,Expense,0
2024-03-08,2024,3,March,8,Friday,1,security unit executive.,Food & Drink,1,184.17,Expense,0
2023-12-14,2023,12,December,14,Thursday,4,exist outside find wish.,Investment,3,3601.0,Income,1
2021-10-24,2021,10,October,24,Sunday,4,animal hair turn.,Other,4,3761.0,Income,1
2023-07-15,2023,7,July,15,Saturday,3,movement which ball least.,Other,4,2700.0,Income,1
2021-11-19,2021,11,November,19,Friday,4,fish evening avoid dark.,Shopping,7,1240.04,Expense,0
2023-12-29,2023,12,December,29,Friday,4,perform benefit baby.,Salary,6,236.91,Expense,0
2022-07-25,2022,7,July,25,Monday,3,cell city not not the.,Utilities,9,183.72,Expense,0
2024-08-23,2024,8,August,23,Friday,3,play woman remain event.,Other,4,538.0,Income,1
2021-08-21,2021,8,August,21,Saturday,3,idea seek.,Utilities,9,135.57,Expense,0
2020-05-31,2020,5,May,31,Sunday,2,ahead from quickly identify.,Health & Fitness,2,415.16,Expense,0
2023-06-08,2023,6,June,8,Thursday,2,low happy oil which bag.,Food & Drink,1,211.5,Expense,0
2021-12-20,2021,12,December,20,Monday,4,agreement red way nor none.,Rent,5,778.83,Expense,0
2024-03-07,2024,3,March,7,Thursday,1,bed report item.,Shopping,7,1296.66,Expense,0
2022-07-17,2022,7,July,17,Sunday,3,teach cause mrs.,Shopping,7,180.53,Expense,0
2022-12-07,2022,12,December,7,Wednesday,4,trial never attention choice fast.,Investment,3,508.0,Income,1
2023-01-21,2023,1,January,21,Saturday,1,us building side section.,Investment,3,826.0,Income,1
2023-06-25,2023,6,June,25,Sunday,2,which raise american truth.,Shopping,7,1931.6,Expense,0
2020-10-03,2020,10,October,3,Saturday,4,most law painting between reduce.,Salary,6,1111.41,Expense,0
2021-04-27,2021,4,April,27,Tuesday,2,movie stop.,Utilities,9,1530.68,Expense,0
2022-09-06,2022,9,September,6,Tuesday,3,race to television loss.,Rent,5,1357.51,Expense,0
2022-12-28,2022,12,December,28,Wednesday,4,moment red eight hand.,Utilities,9,771.61,Expense,0
2021-05-06,2021,5,May,6,Thursday,2,receive region however.,Food & Drink,1,878.08,Expense,0
2022-08-15,2022,8,August,15,Monday,3,her car admit.,Salary,6,1935.85,Expense,0
2024-08-03,2024,8,August,3,Saturday,3,ahead plant trial affect.,Salary,6,883.55,Expense,0
2024-02-17,2024,2,February,17,Saturday,1,say unit four institution.,Other,4,546.0,Income,1
2023-06-16,2023,6,June,16,Friday,2,past every either.,Salary,6,1689.1,Expense,0
2022-03-29,2022,3,March,29,Tuesday,1,investment local above move.,Entertainment,0,1436.67,Expense,0
2022-02-22,2022,2,February,22,Tuesday,1,start middle city find.,Investment,3,797.0,Income,1
2023-03-23,2023,3,March,23,Thursday,1,participant first moment yet.,Other,4,1503.0,Income,1
2022-06-23,2022,6,June,23,Thursday,2,as second animal summer group.,Shopping,7,1293.37,Expense,0
2022-05-09,2022,5,May,9,Monday,2,miss reduce animal clearly cell.,Rent,5,1075.91,Expense,0
2020-06-02,2020,6,June,2,Tuesday,2,anyone here deep.,Travel,8,97.73,Expense,0
2022-09-17,2022,9,September,17,Saturday,3,when summer he firm together.,Investment,3,2649.0,Income,1
2021-05-14,2021,5,May,14,Friday,2,stuff avoid.,Rent,5,1025.86,Expense,0
2021-09-16,2021,9,September,16,Thursday,3,beautiful beyond sell.,Food & Drink,1,159.33,Expense,0
2023-07-27,2023,7,July,27,Thursday,3,box organization.,Entertainment,0,1675.58,Expense,0
2023-07-15,2023,7,July,15,Saturday,3,long identify road speech.,Utilities,9,558.07,Expense,0
2023-02-22,2023,2,February,22,Wednesday,1,system man case.,Other,4,3019.0,Income,1
2022-08-26,2022,8,August,26,Friday,3,security land record.,Health & Fitness,2,1406.25,Expense,0
2020-09-27,2020,9,September,27,Sunday,3,score moment second.,Travel,8,1116.02,Expense,0
2020-07-13,2020,7,July,13,Monday,3,reach under.,Utilities,9,1321.11,Expense,0
2023-07-10,2023,7,July,10,Monday,3,particular condition man.,Shopping,7,233.91,Expense,0
2020-03-04,2020,3,March,4,Wednesday,1,institution whatever yet.,Entertainment,0,314.15,Expense,0
2023-06-03,2023,6,June,3,Saturday,2,us perhaps lawyer interest star.,Rent,5,682.52,Expense,0
2020-10-28,2020,10,October,28,Wednesday,4,author technology amount affect.,Investment,3,1923.0,Income,1
2021-04-11,2021,4,April,11,Sunday,2,more road development about.,Travel,8,1843.86,Expense,0
2020-12-30,2020,12,December,30,Wednesday,4,family bill foreign fast knowledge.,Shopping,7,1956.89,Expense,0
2021-05-27,2021,5,May,27,Thursday,2,not teach believe month.,Travel,8,162.69,Expense,0
2021-04-27,2021,4,April,27,Tuesday,2,care drug data position two.,Food & Drink,1,416.8,Expense,0
2022-02-01,2022,2,February,1,Tuesday,1,nor character recent.,Travel,8,1412.75,Expense,0
2023-11-22,2023,11,November,22,Wednesday,4,future treat bill choice.,Rent,5,751.52,Expense,0
2023-08-21,2023,8,August,21,Monday,3,itself free source.,Travel,8,853.38,Expense,0
2022-04-01,2022,4,April,1,Friday,2,model its rather card you.,Investment,3,1098.0,Income,1
2023-11-11,2023,11,November,11,Saturday,4,yes at seat ok.,Utilities,9,1899.4,Expense,0
2024-07-28,2024,7,July,28,Sunday,3,be move fly open.,Utilities,9,209.55,Expense,0
2021-10-20,2021,10,October,20,Wednesday,4,southern evening ask republican.,Rent,5,1970.41,Expense,0
2020-04-22,2020,4,April,22,Wednesday,2,city red him.,Investment,3,2058.0,Income,1
2020-01-31,2020,1,January,31,Friday,1,how trip learn enter.,Food & Drink,1,1325.91,Expense,0
2023-12-10,2023,12,December,10,Sunday,4,method imagine seven.,Salary,6,1705.22,Expense,0
2023-07-19,2023,7,July,19,Wednesday,3,as music film move.,Health & Fitness,2,546.15,Expense,0
2021-09-06,2021,9,September,6,Monday,3,city usually ever.,Shopping,7,1489.18,Expense,0
2021-04-12,2021,4,April,12,Monday,2,leg rest interest.,Utilities,9,1741.03,Expense,0
2020-09-11,2020,9,September,11,Friday,3,bring animal also you.,Food & Drink,1,700.94,Expense,0
2022-08-07,2022,8,August,7,Sunday,3,describe paper.,Utilities,9,607.87,Expense,0
2020-10-12,2020,10,October,12,Monday,4,off southern suddenly.,Utilities,9,1279.36,Expense,0
2022-09-04,2022,9,September,4,Sunday,3,above company media next me.,Rent,5,881.95,Expense,0
2023-08-07,2023,8,August,7,Monday,3,just understand american.,Salary,6,363.39,Expense,0
2023-01-10,2023,1,January,10,Tuesday,1,third coach congress husband.,Shopping,7,635.86,Expense,0
2021-03-04,2021,3,March,4,Thursday,1,improve simple turn.,Rent,5,1898.53,Expense,0
2022-06-17,2022,6,June,17,Friday,2,account assume prove similar ten.,Health & Fitness,2,1919.0,Expense,0
2021-01-10,2021,1,January,10,Sunday,1,economic box save.,Utilities,9,472.06,Expense,0
2023-06-02,2023,6,June,2,Friday,2,window career case south.,Investment,3,4981.0,Income,1
2024-03-29,2024,3,March,29,Friday,1,short congress turn east marriage.,Salary,6,769.01,Expense,0
2021-07-10,2021,7,July,10,Saturday,3,feel special.,Rent,5,1425.69,Expense,0
2024-12-28,2024,12,December,28,Saturday,4,right analysis mention.,Entertainment,0,727.25,Expense,0
2022-09-30,2022,9,September,30,Friday,3,result size feel no nothing.,Utilities,9,382.33,Expense,0
2020-12-11,2020,12,December,11,Friday,4,case expert stop.,Travel,8,1676.58,Expense,0
2023-05-12,2023,5,May,12,Friday,2,record professor small.,Other,4,4491.0,Income,1
2020-09-27,2020,9,September,27,Sunday,3,sing message board mean.,Entertainment,0,180.37,Expense,0
2020-08-08,2020,8,August,8,Saturday,3,address century that wide.,Shopping,7,1081.06,Expense,0
2022-06-26,2022,6,June,26,Sunday,2,whether century quality.,Travel,8,1799.63,Expense,0
2021-05-10,2021,5,May,10,Monday,2,administration network once.,Utilities,9,1604.63,Expense,0
2022-05-30,2022,5,May,30,Monday,2,score night down.,Salary,6,927.05,Expense,0
2023-10-09,2023,10,October,9,Monday,4,challenge large wish move.,Health & Fitness,2,872.99,Expense,0
2021-12-23,2021,12,December,23,Thursday,4,money a.,Rent,5,266.04,Expense,0
2024-09-21,2024,9,September,21,Saturday,3,big argue.,Other,4,3725.0,Income,1
2023-06-08,2023,6,June,8,Thursday,2,let back three.,Entertainment,0,824.47,Expense,0
2023-06-10,2023,6,June,10,Saturday,2,cold reason our.,Shopping,7,184.38,Expense,0
2024-09-17,2024,9,September,17,Tuesday,3,true help.,Utilities,9,117.75,Expense,0
2023-09-11,2023,9,September,11,Monday,3,look fight.,Travel,8,1453.12,Expense,0
2020-10-01,2020,10,October,1,Thursday,4,person one republican.,Entertainment,0,619.35,Expense,0
2020-02-26,2020,2,February,26,Wednesday,1,court movie cell.,Travel,8,1942.45,Expense,0
2022-08-22,2022,8,August,22,Monday,3,choice prepare.,Utilities,9,1433.32,Expense,0
2021-09-19,2021,9,September,19,Sunday,3,value car team nothing.,Health & Fitness,2,750.31,Expense,0
2024-11-24,2024,11,November,24,Sunday,4,cut yard knowledge.,Travel,8,831.68,Expense,0
2024-08-27,2024,8,August,27,Tuesday,3,ball theory prepare much throughout.,Travel,8,1391.44,Expense,0
2020-05-27,2020,5,May,27,Wednesday,2,deal information.,Food & Drink,1,1339.05,Expense,0
2024-07-27,2024,7,July,27,Saturday,3,someone religious night buy nice.,Salary,6,515.02,Expense,0
2023-01-24,2023,1,January,24,Tuesday,1,nice maintain present cultural.,Rent,5,627.24,Expense,0
2021-12-20,2021,12,December,20,Monday,4,my compare also argue.,Travel,8,1652.37,Expense,0
2024-07-29,2024,7,July,29,Monday,3,fish either boy between collection.,Food & Drink,1,329.87,Expense,0
2022-08-22,2022,8,August,22,Monday,3,talk interest hand.,Rent,5,903.64,Expense,0
